|tripnum     |depotcode|transporter               |vehiclereg|startdate              |stopdate               |avg_percent|loaddate                     |total_trip_time|total_distance|
|2024-0059707|EA33     |Unitrans Supply Chain Sols|CAA418992 |2024-10-10 20:04:00.000|2024-10-11 01:06:00.000|83.16      |2024-10-10 20:02:00.000 +0200|18,120         |89            |
|2024-0046192|EB21     |Makwande                  |KP09PHGP  |2024-08-07 23:36:00.000|2024-08-08 03:59:00.000|86.24      |2024-08-07 23:36:00.000 +0200|15,780         |53            |
|2024-0047795|EB21     |Makwande                  |KS49WFGP  |2024-08-15 20:11:00.000|2024-08-16 07:02:00.000|62.16      |2024-08-15 20:10:00.000 +0200|39,060         |180           |
|2024-0047795|EB21     |Makwande                  |KS49XBGP  |2024-08-15 20:11:00.000|2024-08-16 07:02:00.000|83.13      |2024-08-15 20:10:00.000 +0200|39,060         |180           |
|2024-0058348|EB05     |Reef Tankers              |JN19RLGP  |2024-10-04 18:09:00.000|                       |91.71      |2024-10-04 18:02:00.000 +0200|               |0             |
|2024-0059971|EB21     |Makwande                  |KS49WRGP  |2024-10-12 02:47:00.000|                       |62.94      |2024-10-12 02:47:00.000 +0200|               |0             |
|2024-0060160|EA33     |Unitrans Supply Chain Sols|CAA130046 |2024-10-13 07:58:00.000|2024-10-13 12:20:00.000|72.22      |2024-10-13 07:52:00.000 +0200|15,720         |113           |
|2024-0047771|EB21     |Makwande                  |KR18VMGP  |2024-08-15 17:10:00.000|                       |67.6       |2024-08-15 10:50:00.000 +0200|               |0             |
|2024-0051260|EB23     |Makwande                  |KNM193MP  |2024-09-02 05:24:00.000|                       |60.01      |2024-09-01 20:27:00.000 +0200|               |0             |
|2024-0063067|EB05     |Tanker Services Fuel      |KP80KNGP  |2024-10-26 11:13:00.000|                       |92.47      |2024-10-26 11:07:00.000 +0200|               |0             |
|2024-0056655|EB06     |Tanker Services Fuel      |KP80HXGP  |2024-09-26 15:48:00.000|                       |90.07      |2024-09-26 15:40:00.000 +0200|               |0             |
|2024-0059042|EB21     |Makwande                  |KP09PHGP  |2024-10-07 21:51:00.000|                       |91.68      |2024-10-07 21:47:00.000 +0200|               |0             |
|2024-0060427|EB06     |Tanker Services Fuel      |KP70CRGP  |2024-10-14 11:35:00.000|                       |85.47      |2024-10-14 11:13:00.000 +0200|               |0             |
|2024-0047202|EA35     |Unitrans Supply Chain Sols|CAA306835 |2024-08-13 07:50:00.000|2024-08-13 13:00:00.000|79.08      |2024-08-13 07:49:00.000 +0200|18,600         |151           |
|2024-0048246|EB23     |Makwande                  |KPR059MP  |2024-08-17 21:13:00.000|2024-08-18 15:00:00.000|86.09      |2024-08-17 21:10:00.000 +0200|64,020         |242           |
|2024-0045203|EB06     |Tanker Services Fuel      |KP80NNGP  |2024-08-02 22:28:00.000|                       |51.34      |2024-08-02 22:16:00.000 +0200|               |0             |
|2024-0047778|EA33     |Unitrans Supply Chain Sols|CAA198199 |2024-08-15 17:28:00.000|2024-08-15 22:08:00.000|93.24      |2024-08-15 16:43:00.000 +0200|16,800         |121           |
|2024-0049421|EB06     |Tanker Services Fuel      |KS68YTGP  |2024-08-23 10:28:00.000|                       |26.02      |2024-08-23 10:21:00.000 +0200|               |0             |
|2024-0049421|EB06     |Tanker Services Fuel      |KR89BYGP  |2024-08-23 10:28:00.000|                       |89.92      |2024-08-23 10:21:00.000 +0200|               |0             |
|2024-0052010|EB23     |Makwande                  |KNP803MP  |2024-09-04 22:41:00.000|                       |74.99      |2024-09-04 22:38:00.000 +0200|               |0             |
|2024-0052010|EB23     |Makwande                  |KNM191MP  |2024-09-04 22:41:00.000|                       |22.17      |2024-09-04 22:38:00.000 +0200|               |0             |
|2024-0062886|EA33     |Unitrans Supply Chain Sols|CAA142820 |2024-10-25 08:48:00.000|2024-10-25 20:26:00.000|92.47      |2024-10-25 08:46:00.000 +0200|41,880         |63            |
|2024-0052504|EB21     |Makwande                  |KN67GLGP  |2024-09-07 03:47:00.000|2024-09-07 22:03:00.000|80.02      |2024-09-07 02:42:00.000 +0200|65,760         |493           |
|2024-0053941|EB21     |Makwande                  |KP75JPGP  |2024-09-13 14:38:00.000|                       |90.82      |2024-09-13 14:30:00.000 +0200|               |0             |
|2024-0056523|EA33     |Unitrans Supply Chain Sols|CAA198199 |2024-09-26 00:24:00.000|                       |88.8       |2024-09-26 00:00:00.000 +0200|               |0             |
|2024-0058858|EB23     |Makwande                  |KNM197MP  |2024-10-07 09:36:00.000|                       |92.67      |2024-10-07 09:35:00.000 +0200|               |0             |
|2024-0048505|EA33     |Unitrans Supply Chain Sols|CAA130046 |2024-08-19 13:24:00.000|2024-08-19 19:20:00.000|71.9       |2024-08-19 13:21:00.000 +0200|21,360         |100           |
|2024-0052365|EB06     |Maphalakarabo             |FPC349L   |2024-09-06 12:06:00.000|                       |84.92      |2024-09-06 11:55:00.000 +0200|               |0             |
|2024-0053753|EA33     |Unitrans Supply Chain Sols|CAA425318 |2024-09-12 17:12:00.000|                       |86.72      |2024-09-12 17:02:00.000 +0200|               |0             |
|2024-0055808|EB21     |Makwande                  |KN23LXGP  |2024-09-22 19:47:00.000|                       |88.68      |2024-09-22 19:47:00.000 +0200|               |0             |
|2024-0056616|EB06     |ManLine Energy            |KPV575MP  |2024-09-26 13:02:00.000|                       |93.69      |2024-09-26 12:50:00.000 +0200|               |0             |
|2024-0058723|EB06     |Reef Tankers              |LV19ZMGP  |2024-10-06 15:13:00.000|                       |92.22      |2024-10-06 15:10:00.000 +0200|               |0             |
|2024-0054188|EB06     |Makwande                  |LB67SRGP  |2024-09-14 15:16:00.000|                       |94.85      |2024-09-14 15:10:00.000 +0200|               |0             |
|2024-0048654|EB21     |Makwande                  |KS49WFGP  |2024-08-20 02:14:00.000|2024-08-20 10:00:00.000|0          |2024-08-20 02:12:00.000 +0200|27,960         |89            |
|2024-0050278|EB06     |Tanker Services Fuel      |KP80NNGP  |2024-08-28 01:40:00.000|2024-08-28 19:28:00.000|90.12      |2024-08-28 01:26:00.000 +0200|64,080         |340           |
|2024-0052240|EB06     |Tanker Services Fuel      |KP80NNGP  |2024-09-05 21:32:00.000|2024-09-06 11:47:00.000|90.1       |2024-09-05 21:02:00.000 +0200|51,300         |143           |
|2024-0060641|EB06     |Tanker Services Fuel      |KP55MSGP  |2024-10-15 09:14:00.000|                       |89.84      |2024-10-15 09:11:00.000 +0200|               |0             |
|2024-0046347|EA33     |Unitrans Supply Chain Sols|CAA425438 |2024-08-08 15:14:00.000|2024-08-08 19:14:00.000|93.98      |2024-08-08 13:49:00.000 +0200|14,400         |43            |
|2024-0047455|EB23     |Makwande                  |KNP800MP  |2024-08-14 09:13:00.000|2024-08-14 16:40:00.000|68.07      |2024-08-14 08:55:00.000 +0200|26,820         |218           |
|2024-0047178|EA33     |Unitrans Supply Chain Sols|CAA329932 |2024-08-13 01:57:00.000|2024-08-13 13:18:00.000|82.22      |2024-08-13 01:45:00.000 +0200|40,860         |82            |
|2024-0051226|EB21     |Makwande                  |KS49XBGP  |                       |                       |87.05      |                             |               |105           |
|2024-0051226|EB21     |Makwande                  |KS49WFGP  |                       |                       |78.29      |                             |               |105           |
|2024-0052260|EB23     |Makwande                  |KNM193MP  |2024-09-05 23:28:00.000|2024-09-06 19:00:00.000|87.94      |2024-09-05 23:26:00.000 +0200|70,320         |472           |
|2024-0062307|EB23     |Makwande                  |KPR059MP  |2024-10-22 22:13:00.000|                       |75.59      |2024-10-22 22:01:00.000 +0200|               |0             |
|2024-0052488|EA33     |Unitrans Supply Chain Sols|CAA548852 |2024-09-07 00:53:00.000|2024-09-07 06:54:00.000|84.51      |2024-09-07 00:25:00.000 +0200|21,660         |56            |
|2024-0053307|EB21     |Makwande                  |KP09PHGP  |2024-09-10 19:48:00.000|                       |64         |2024-09-10 19:47:00.000 +0200|               |0             |
|2024-0055715|EA33     |Unitrans Supply Chain Sols|CAA173582 |2024-09-22 09:03:00.000|2024-09-22 23:28:00.000|94.39      |2024-09-22 07:33:00.000 +0200|51,900         |428           |
|2024-0056087|EB06     |Tanker Services Fuel      |KP70BFGP  |2024-09-23 21:36:00.000|2024-09-24 07:52:00.000|80.3       |2024-09-23 21:28:00.000 +0200|36,960         |56            |
|2024-0056079|EB23     |Makwande                  |KNM191MP  |2024-09-23 20:52:00.000|                       |73.17      |2024-09-23 20:51:00.000 +0200|               |0             |
|2024-0057979|EA33     |Unitrans Supply Chain Sols|CAA198199 |2024-10-03 03:08:00.000|2024-10-03 16:18:00.000|93.55      |2024-10-03 03:00:00.000 +0200|47,400         |82            |
|2024-0047839|EA33     |Unitrans Supply Chain Sols|CAA130046 |2024-08-16 02:17:00.000|2024-08-16 17:24:00.000|84         |2024-08-16 02:11:00.000 +0200|54,420         |121           |
|2024-0048359|EA33     |Unitrans Supply Chain Sols|CAA142843 |2024-08-18 23:28:00.000|2024-08-19 16:53:00.000|86.44      |2024-08-18 23:25:00.000 +0200|62,700         |139           |
|2024-0052197|EB23     |Makwande                  |KNP800MP  |2024-09-05 17:19:00.000|2024-09-05 20:30:00.000|42.09      |2024-09-05 17:15:00.000 +0200|11,460         |43            |
|2024-0052197|EB23     |Makwande                  |KNP802MP  |2024-09-05 17:19:00.000|2024-09-05 20:30:00.000|73.12      |2024-09-05 17:15:00.000 +0200|11,460         |43            |
|2024-0052300|EB21     |Makwande                  |KS49XBGP  |2024-09-06 08:29:00.000|2024-09-06 19:06:00.000|90.88      |2024-09-06 08:24:00.000 +0200|38,220         |283           |
|2024-0052300|EB21     |Makwande                  |KS49WFGP  |2024-09-06 08:29:00.000|2024-09-06 19:06:00.000|87.38      |2024-09-06 08:24:00.000 +0200|38,220         |283           |
|2024-0058670|EB06     |Reef Tankers              |LV20BGGP  |2024-10-06 11:21:00.000|                       |92.34      |2024-10-06 11:15:00.000 +0200|               |0             |
|2024-0060114|EA33     |Unitrans Supply Chain Sols|CAA419040 |2024-10-12 19:36:00.000|2024-10-13 00:05:00.000|84.54      |2024-10-12 19:34:00.000 +0200|16,140         |32            |
|2024-0048290|EA33     |Unitrans Supply Chain Sols|CAA418992 |2024-08-18 07:53:00.000|2024-08-18 21:59:00.000|43.95      |2024-08-18 07:50:00.000 +0200|50,760         |100           |
|2024-0051758|EB21     |Makwande                  |KN31RWGP  |                       |                       |79.36      |                             |               |80            |
|2024-0055717|EA33     |Unitrans Supply Chain Sols|CAA425318 |2024-09-22 09:08:00.000|                       |93.04      |2024-09-22 08:17:00.000 +0200|               |0             |
|2024-0056946|EA33     |Unitrans Supply Chain Sols|CAA198211 |2024-09-28 01:33:00.000|                       |93.46      |2024-09-28 01:26:00.000 +0200|               |0             |
|2024-0058598|EA33     |Unitrans Supply Chain Sols|CAA329932 |2024-10-06 01:26:00.000|                       |67.58      |2024-10-06 00:19:00.000 +0200|               |0             |
|2024-0059704|EB08     |Tanker Services Fuel      |KP69ZRGP  |2024-10-10 19:47:00.000|2024-10-11 05:43:00.000|88.98      |2024-10-10 19:47:00.000 +0200|35,760         |250           |
|2024-0045372|EB06     |Tanker Services Fuel      |KP80MRGP  |2024-08-03 21:40:00.000|                       |48.55      |2024-08-03 21:33:00.000 +0200|               |0             |
|2024-0048120|EB06     |Tanker Services Fuel      |KP69WCGP  |2024-08-17 09:21:00.000|                       |90.38      |2024-08-17 09:12:00.000 +0200|               |0             |
|2024-0048182|EB21     |Makwande                  |KNF950MP  |2024-08-17 14:01:00.000|2024-08-18 00:20:00.000|84.29      |2024-08-17 13:58:00.000 +0200|37,140         |207           |
|2024-0049670|EB06     |Makwande                  |LB67VBGP  |2024-08-24 13:58:00.000|                       |94.97      |2024-08-24 13:52:00.000 +0200|               |0             |
|2024-0049809|EB06     |Tanker Services Fuel      |KP80NNGP  |2024-08-25 22:57:00.000|                       |44.01      |2024-08-25 22:27:00.000 +0200|               |0             |
|2024-0056720|EB21     |Makwande                  |KNF949MP  |2024-09-26 22:33:00.000|                       |69.29      |2024-09-26 22:33:00.000 +0200|               |0             |
|2024-0057890|EB06     |Tanker Services Fuel      |KP69WCGP  |2024-10-02 16:18:00.000|2024-10-03 10:30:00.000|93.21      |2024-10-02 16:14:00.000 +0200|65,520         |485           |
|2024-0058083|EB05     |Tanker Services Fuel      |KP57JKGP  |2024-10-03 13:54:00.000|                       |89.22      |2024-10-03 13:53:00.000 +0200|               |0             |
|2024-0059340|EB08     |Tanker Services Fuel      |KR53HNGP  |2024-10-09 09:10:00.000|                       |44.44      |2024-10-09 09:00:00.000 +0200|               |0             |
|2024-0049113|EB06     |Tanker Services Fuel      |KP80ZYGP  |2024-08-22 01:02:00.000|2024-08-22 12:28:00.000|58.91      |2024-08-22 00:31:00.000 +0200|41,160         |90            |
|2024-0063041|EB05     |Reef Tankers              |JN19RYGP  |2024-10-26 09:33:00.000|                       |93.11      |2024-10-26 09:29:00.000 +0200|               |0             |
|2024-0063160|EB06     |Reef Tankers              |HJ73JCGP  |2024-10-26 20:46:00.000|                       |93.9       |2024-10-26 20:43:00.000 +0200|               |0             |
|2024-0047389|EB21     |Makwande                  |KN31RWGP  |2024-08-13 22:15:00.000|2024-08-14 01:30:00.000|93.56      |2024-08-13 22:14:00.000 +0200|11,700         |54            |
|2024-0052726|EB21     |Makwande                  |KS49WFGP  |2024-09-08 11:19:00.000|2024-09-08 15:00:00.000|62.5       |2024-09-08 11:19:00.000 +0200|13,260         |83            |
|2024-0052726|EB21     |Makwande                  |KS49XBGP  |2024-09-08 11:19:00.000|2024-09-08 15:00:00.000|94.91      |2024-09-08 11:19:00.000 +0200|13,260         |83            |
|2024-0059724|EA33     |Unitrans Supply Chain Sols|CAA198199 |2024-10-10 22:03:00.000|2024-10-11 01:16:00.000|90.37      |2024-10-10 22:00:00.000 +0200|11,580         |49            |
|2024-0061204|EB21     |Makwande                  |KP09PHGP  |2024-10-17 19:44:00.000|                       |94.09      |2024-10-17 19:43:00.000 +0200|               |0             |
|2024-0046776|EB23     |Makwande                  |KNM193MP  |2024-08-11 09:56:00.000|2024-08-11 15:00:00.000|90.44      |2024-08-11 09:56:00.000 +0200|18,240         |132           |
|2024-0052062|EB08     |Tanker Services Fuel      |KR53HNGP  |2024-09-05 07:26:00.000|2024-09-05 18:16:00.000|63.74      |2024-09-05 07:26:00.000 +0200|39,000         |447           |
|2024-0055204|EB06     |ManLine Energy            |KBL322MP  |2024-09-19 13:55:00.000|                       |92.35      |2024-09-19 13:23:00.000 +0200|               |0             |
|2024-0059257|EB06     |Reef Tankers              |HH81RLGP  |2024-10-08 22:18:00.000|                       |92.01      |2024-10-08 22:10:00.000 +0200|               |0             |
