"tripnum","depotcode","transporter","vehiclereg","startdate","stopdate","avg_percent","loaddate","total_trip_time","total_distance"
"2024-0060149",EB21,Makwande,KNF950MP,2024-10-13 06:00:00.000,,91.78,2024-10-13 03:13:00.000 +0200,,0
"2024-0045771",EB21,Makwande,KN23LYGP,2024-08-06 00:30:00.000,2024-08-06 12:02:00.000,85.7,2024-08-06 00:30:00.000 +0200,41520.0,42
"2024-0048063",EB23,Makwande,KNM191MP,2024-08-16 22:12:00.000,2024-08-17 18:00:00.000,74.18,2024-08-16 22:09:00.000 +0200,71280.0,506
"2024-0048063",EB23,Makwande,KNP803MP,2024-08-16 22:12:00.000,2024-08-17 18:00:00.000,82.09,2024-08-16 22:09:00.000 +0200,71280.0,506
"2024-0050429",EB06,Maphalakarabo,FPC349L,2024-08-28 15:47:00.000,2024-08-29 09:40:00.000,85.0,2024-08-28 15:41:00.000 +0200,64380.0,262
"2024-0058318",EA35,Unitrans Supply Chain Sols,CAA419006,2024-10-04 14:43:00.000,2024-10-05 07:15:00.000,94.73,2024-10-04 14:39:00.000 +0200,59520.0,789
"2024-0046442",EA35,Unitrans Supply Chain Sols,CAA419011,2024-08-09 08:20:00.000,,33.26,2024-08-09 08:16:00.000 +0200,,0
"2024-0049605",EB06,Tanker Services Fuel,KP80MRGP,2024-08-24 09:27:00.000,,43.03,2024-08-24 09:14:00.000 +0200,,0
"2024-0053949",EB06,Tanker Services Fuel,HG68LCGP,2024-09-13 15:22:00.000,2024-09-14 09:05:00.000,55.55,2024-09-13 15:14:00.000 +0200,63780.0,35
"2024-0057277",EB06,Tanker Services Fuel,KP69WCGP,2024-09-29 23:51:00.000,,90.45,2024-09-29 23:46:00.000 +0200,,0
"2024-0057845",EB23,Makwande,KPR059MP,2024-10-02 12:34:00.000,2024-10-02 21:30:00.000,92.85,2024-10-02 12:31:00.000 +0200,32160.0,321
"2024-0061384",EB05,Tanker Services Fuel,KP57JKGP,2024-10-18 15:01:00.000,,89.26,2024-10-18 15:01:00.000 +0200,,0
"2024-0047914",EA33,Unitrans Supply Chain Sols,CAA329932,2024-08-16 10:28:00.000,2024-08-16 16:44:00.000,70.96,2024-08-16 10:16:00.000 +0200,22560.0,85
"2024-0051174",EB21,Makwande,KS49XBGP,,,86.77,,,56
"2024-0051174",EB21,Makwande,KS49WFGP,,,89.07,,,56
"2024-0051281",EB08,Tanker Services Fuel,KR53HNGP,,,52.04,,,154
"2024-0051281",EB08,Tanker Services Fuel,KR64VWGP,,,68.69,,,154
"2024-0062879",EA33,Unitrans Supply Chain Sols,CAA329932,2024-10-25 08:16:00.000,2024-10-25 14:06:00.000,73.25,2024-10-25 08:15:00.000 +0200,21000.0,114
"2024-0053134",EB06,Reef Tankers,LC21FWGP,2024-09-10 07:36:00.000,,87.42,2024-09-10 07:28:00.000 +0200,,0
"2024-0053817",EB21,Makwande,KS49XBGP,2024-09-13 00:21:00.000,,91.52,2024-09-13 00:20:00.000 +0200,,0
"2024-0053817",EB21,Makwande,KS49WFGP,2024-09-13 00:21:00.000,,74.18,2024-09-13 00:20:00.000 +0200,,0
"2024-0057318",EB23,Makwande,KNM197MP,2024-09-30 08:21:00.000,,47.06,2024-09-30 08:18:00.000 +0200,,0
"2024-0057426",EB06,Makwande,HSX163FS,2024-09-30 14:06:00.000,,84.4,2024-09-30 14:00:00.000 +0200,,0
"2024-0046114",EB21,Makwande,KR18VMGP,2024-08-07 13:49:00.000,2024-08-07 18:40:00.000,76.44,2024-08-07 13:49:00.000 +0200,17460.0,15
"2024-0047802",EB23,Makwande,KNP803MP,2024-08-15 20:54:00.000,,73.56,2024-08-15 20:54:00.000 +0200,,0
"2024-0047802",EB23,Makwande,KNM191MP,2024-08-15 20:54:00.000,,28.83,2024-08-15 20:54:00.000 +0200,,0
"2024-0046180",EB23,Makwande,KNM209MP,2024-08-07 21:23:00.000,,86.61,2024-08-07 21:23:00.000 +0200,,0
"2024-0047841",EA33,Unitrans Supply Chain Sols,CAA329952,2024-08-16 02:40:00.000,2024-08-16 19:41:00.000,79.48,2024-08-16 02:37:00.000 +0200,61260.0,144
"2024-0051136",EB21,Unitrans Supply Chain Sols,CAA457059,,,84.79,,,247
"2024-0053324",EB21,Makwande,KNF950MP,2024-09-10 21:52:00.000,,88.44,2024-09-10 21:52:00.000 +0200,,0
"2024-0054961",EB05,Tanker Services Fuel,KP69WYGP,2024-09-18 10:59:00.000,,91.46,2024-09-18 10:50:00.000 +0200,,0
"2024-0059294",EA33,Unitrans Supply Chain Sols,CAA198211,2024-10-09 02:13:00.000,2024-10-09 15:44:00.000,93.57,2024-10-09 02:11:00.000 +0200,48660.0,127
"2024-0061282",EA33,Unitrans Supply Chain Sols,CAA173582,2024-10-18 03:32:00.000,,90.32,2024-10-18 03:22:00.000 +0200,,0
"2024-0063779",EA33,Unitrans Supply Chain Sols,CAA198199,2024-10-29 15:55:00.000,,83.02,2024-10-29 15:43:00.000 +0200,,0
"2024-0044969",EB23,Makwande,KPR059MP,2024-08-01 18:25:00.000,,71.25,2024-08-01 18:14:00.000 +0200,,0
"2024-0044969",EB23,Makwande,KPR059MP,2024-08-01 18:25:00.000,2024-08-01 23:00:00.000,71.25,2024-08-01 18:14:00.000 +0200,16500.0,138
"2024-0046177",EB21,Unitrans Supply Chain Sols,CAA173582,2024-08-07 21:18:00.000,2024-08-08 04:35:00.000,70.97,2024-08-07 21:15:00.000 +0200,26220.0,197
"2024-0049310",EB21,Makwande,KS49VWGP,2024-08-22 21:05:00.000,2024-08-23 00:20:00.000,76.43,2024-08-22 20:58:00.000 +0200,11700.0,100
"2024-0049310",EB21,Makwande,KS49WLGP,2024-08-22 21:05:00.000,2024-08-23 00:20:00.000,79.18,2024-08-22 20:58:00.000 +0200,11700.0,100
"2024-0050863",EA33,Unitrans Supply Chain Sols,CAA425430,,,91.11,,,0
"2024-0062601",EB08,Tanker Services Fuel,KR64VWGP,2024-10-24 09:11:00.000,2024-10-24 17:00:00.000,90.67,2024-10-24 09:04:00.000 +0200,28140.0,217
"2024-0062601",EB08,Tanker Services Fuel,KR53HNGP,2024-10-24 09:11:00.000,2024-10-24 17:00:00.000,93.81,2024-10-24 09:04:00.000 +0200,28140.0,217
"2024-0062966",EA33,Unitrans Supply Chain Sols,CAA142820,2024-10-25 21:32:00.000,2024-10-26 07:29:00.000,81.38,2024-10-25 21:28:00.000 +0200,35820.0,122
"2024-0058335",EB06,ManLine Energy,KPV575MP,2024-10-04 16:47:00.000,,92.52,2024-10-04 16:33:00.000 +0200,,0
"2024-0045287",EB21,Unitrans Supply Chain Sols,CAA130019,2024-08-03 12:08:00.000,,70.67,2024-08-03 12:08:00.000 +0200,,0
"2024-0045287",EB21,Unitrans Supply Chain Sols,CAA130019,2024-08-03 12:08:00.000,2024-08-03 19:30:00.000,70.67,2024-08-03 12:08:00.000 +0200,26520.0,242
"2024-0047624",EB06,Tanker Services Fuel,KP80NNGP,2024-08-14 23:12:00.000,2024-08-15 10:46:00.000,93.72,2024-08-14 23:03:00.000 +0200,41640.0,107
"2024-0063025",EB21,Makwande,KS49VWGP,2024-10-26 08:50:00.000,2024-10-26 16:10:00.000,71.63,2024-10-26 08:50:00.000 +0200,26400.0,270
"2024-0053838",EB08,Tanker Services Fuel,KR53HNGP,2024-09-13 07:19:00.000,2024-09-13 15:20:00.000,71.05,2024-09-13 07:19:00.000 +0200,28860.0,312
"2024-0061249",EB06,Tanker Services Fuel,KP80HXGP,2024-10-17 23:16:00.000,,92.86,2024-10-17 23:10:00.000 +0200,,0
"2024-0045159",EB21,Makwande,KS49WFGP,2024-08-02 19:50:00.000,,90.04,2024-08-02 19:46:00.000 +0200,,0
"2024-0045159",EB21,Makwande,KS49WFGP,2024-08-02 19:50:00.000,2024-08-03 01:30:00.000,90.04,2024-08-02 19:46:00.000 +0200,20400.0,142
"2024-0047499",EB23,Makwande,KNP803MP,2024-08-14 11:55:00.000,2024-08-14 20:15:00.000,85.1,2024-08-14 11:52:00.000 +0200,30000.0,227
"2024-0047499",EB23,Makwande,KNM191MP,2024-08-14 11:55:00.000,2024-08-14 20:15:00.000,42.64,2024-08-14 11:52:00.000 +0200,30000.0,227
"2024-0051651",EB21,Makwande,KNM190MP,,,86.74,,,81
"2024-0052273",EA33,Unitrans Supply Chain Sols,CAA425430,2024-09-06 02:06:00.000,2024-09-06 20:20:00.000,92.64,2024-09-06 02:05:00.000 +0200,65640.0,447
"2024-0063161",EA33,Unitrans Supply Chain Sols,CAA329932,2024-10-26 20:48:00.000,2024-10-27 07:16:00.000,91.99,2024-10-26 20:43:00.000 +0200,37680.0,212
"2024-0062038",EA33,Unitrans Supply Chain Sols,CAA329952,2024-10-21 16:34:00.000,2024-10-22 07:14:00.000,72.36,2024-10-21 16:16:00.000 +0200,52800.0,260
"2024-0057969",EA33,Unitrans Supply Chain Sols,CAA419006,2024-10-03 01:37:00.000,,42.61,2024-10-03 01:34:00.000 +0200,,0
"2024-0061273",EB06,Reef Tankers,HJ73JCGP,2024-10-18 02:09:00.000,,94.1,2024-10-18 02:07:00.000 +0200,,0
"2024-0059633",EB06,Tanker Services Fuel,KP69YDGP,2024-10-10 14:03:00.000,,80.88,2024-10-10 14:01:00.000 +0200,,0
"2024-0045492",EA33,Unitrans Supply Chain Sols,CAA198199,2024-08-04 20:21:00.000,,84.72,2024-08-04 19:21:00.000 +0200,,0
"2024-0045492",EA33,Unitrans Supply Chain Sols,CAA198199,2024-08-04 20:21:00.000,2024-08-05 10:50:00.000,84.72,2024-08-04 19:21:00.000 +0200,52140.0,86
"2024-0049991",EB21,Makwande,KP75JPGP,2024-08-26 21:04:00.000,2024-08-27 01:13:00.000,90.97,2024-08-26 21:04:00.000 +0200,14940.0,62
"2024-0051072",EB23,Makwande,KNP802MP,2024-08-31 16:24:00.000,,92.68,2024-08-31 16:22:00.000 +0200,,0
"2024-0051072",EB23,Makwande,KNP800MP,2024-08-31 16:24:00.000,,63.8,2024-08-31 16:22:00.000 +0200,,0
"2024-0062665",EB06,Tanker Services Fuel,HG68LCGP,2024-10-24 12:48:00.000,,94.47,2024-10-24 12:39:00.000 +0200,,0
"2024-0053343",EB23,Makwande,KNM193MP,2024-09-11 00:32:00.000,,94.46,2024-09-11 00:30:00.000 +0200,,0
"2024-0053460",EA33,Unitrans Supply Chain Sols,CAA142820,2024-09-11 12:20:00.000,,84.79,2024-09-11 11:45:00.000 +0200,,0
"2024-0053692",EB21,Unitrans Supply Chain Sols,CAA425430,2024-09-12 12:03:00.000,,59.14,2024-09-12 12:02:00.000 +0200,,0
"2024-0056167",EB06,Tanker Services Fuel,KR15VMGP,2024-09-24 11:31:00.000,2024-09-24 20:52:00.000,94.27,2024-09-24 11:23:00.000 +0200,33660.0,20
"2024-0056212",EB21,Makwande,KS49VWGP,2024-09-24 15:12:00.000,2024-09-24 23:34:00.000,71.24,2024-09-24 15:05:00.000 +0200,30120.0,149
"2024-0060111",EA33,Unitrans Supply Chain Sols,CAA425430,2024-10-12 19:40:00.000,,84.12,2024-10-12 19:36:00.000 +0200,,0
"2024-0049978",EA33,Makwande,JMJ091MP,2024-08-26 19:59:00.000,,74.36,2024-08-26 19:52:00.000 +0200,,0
"2024-0050505",EB21,Makwande,KP75JPGP,2024-08-28 20:57:00.000,2024-08-28 22:09:00.000,92.72,2024-08-28 20:56:00.000 +0200,4320.0,50
"2024-0051523",EB06,Reef Tankers,LV19PDGP,2024-09-03 01:01:00.000,,92.55,2024-09-03 00:55:00.000 +0200,,0
"2024-0051710",EB06,Tanker Services Fuel,KP80ZYGP,2024-09-03 16:50:00.000,,87.93,2024-09-03 16:23:00.000 +0200,,0
"2024-0061772",EB23,Makwande,KNM209MP,2024-10-20 13:07:00.000,2024-10-20 20:30:00.000,72.01,2024-10-20 13:05:00.000 +0200,26580.0,210
"2024-0053309",EB21,Makwande,KP75JPGP,2024-09-10 20:00:00.000,2024-09-10 23:57:00.000,92.1,2024-09-10 20:00:00.000 +0200,14220.0,52
"2024-0053062",EB05,Reef Tankers,DH83YLGP,2024-09-09 20:15:00.000,,89.98,2024-09-09 20:15:00.000 +0200,,0
"2024-0056074",EA33,Unitrans Supply Chain Sols,CAA170724,2024-09-23 20:38:00.000,2024-09-24 07:55:00.000,90.72,2024-09-23 20:34:00.000 +0200,40620.0,127
"2024-0057503",EB06,Tanker Services Fuel,KP80NNGP,2024-09-30 21:31:00.000,,87.11,2024-09-30 21:26:00.000 +0200,,0
"2024-0058494",EA33,Unitrans Supply Chain Sols,CAA133421,2024-10-05 13:05:00.000,,74.0,2024-10-05 13:01:00.000 +0200,,0
"2024-0059985",EB23,Makwande,KPR059MP,2024-10-12 07:27:00.000,,88.65,2024-10-12 07:26:00.000 +0200,,0
"2024-0052220",EA33,Unitrans Supply Chain Sols,CAA329932,2024-09-05 19:35:00.000,2024-09-06 02:04:00.000,80.15,2024-09-05 19:33:00.000 +0200,23340.0,166
"2024-0063299",EB21,Makwande,KS49WFGP,2024-10-27 16:12:00.000,2024-10-28 12:38:00.000,92.15,2024-10-27 16:12:00.000 +0200,73560.0,218
"2024-0063299",EB21,Makwande,KS49XBGP,2024-10-27 16:12:00.000,2024-10-28 12:38:00.000,85.09,2024-10-27 16:12:00.000 +0200,73560.0,218
"2024-0054406",EA35,Unitrans Supply Chain Sols,CAA419011,2024-09-16 08:47:00.000,2024-09-17 06:40:00.000,94.67,2024-09-16 08:41:00.000 +0200,78780.0,95
"2024-0055903",EB21,Makwande,KP09PHGP,2024-09-23 09:16:00.000,,85.13,2024-09-23 09:02:00.000 +0200,,0
"2024-0060591",EA33,Unitrans Supply Chain Sols,CAA130026,2024-10-15 02:46:00.000,,94.82,2024-10-15 02:44:00.000 +0200,,0
"2024-0047103",EB21,Makwande,KP75JPGP,2024-08-12 16:39:00.000,2024-08-13 12:30:00.000,85.89,2024-08-12 16:39:00.000 +0200,71460.0,595
"2024-0049296",EB08,Tanker Services Fuel,KP80LYGP,2024-08-22 18:34:00.000,,90.77,2024-08-22 18:34:00.000 +0200,,0
"2024-0062595",EB23,Makwande,KNM193MP,2024-10-24 08:44:00.000,2024-10-24 18:00:00.000,84.84,2024-10-24 08:44:00.000 +0200,33360.0,327
"2024-0062965",EB21,Makwande,KS49WFGP,2024-10-25 21:30:00.000,2024-10-26 11:19:00.000,84.12,2024-10-25 21:30:00.000 +0200,49740.0,218
"2024-0063602",EB06,Reef Tankers,LV19PXGP,2024-10-28 20:18:00.000,,91.15,2024-10-28 20:15:00.000 +0200,,0
"2024-0052805",EB06,Reef Tankers,HJ73JCGP,2024-09-08 23:29:00.000,,89.73,2024-09-08 23:22:00.000 +0200,,0
"2024-0055849",EB06,Tanker Services Fuel,KP70CRGP,2024-09-23 01:09:00.000,,73.47,2024-09-23 01:00:00.000 +0200,,0
"2024-0061150",EB21,Makwande,KS49WFGP,2024-10-17 11:46:00.000,,85.07,2024-10-17 11:46:00.000 +0200,,0
"2024-0061150",EB21,Makwande,KS49XBGP,2024-10-17 11:46:00.000,,94.85,2024-10-17 11:46:00.000 +0200,,0
"2024-0051506",EB06,Tanker Services Fuel,KS68YTGP,,,71.92,,,226
"2024-0062912",EB06,Reef Tankers,HJ95MFGP,2024-10-25 15:29:00.000,2024-10-26 12:58:00.000,94.03,2024-10-25 15:27:00.000 +0200,77340.0,426
"2024-0053590",EA33,Unitrans Supply Chain Sols,CAA130026,2024-09-12 02:23:00.000,2024-09-12 11:28:00.000,82.21,2024-09-12 02:19:00.000 +0200,32700.0,84
"2024-0056612",EB21,Unitrans Supply Chain Sols,CAA130019,2024-09-26 12:46:00.000,,72.35,2024-09-26 12:39:00.000 +0200,,0
"2024-0058188",EB06,Tanker Services Fuel,KP80MRGP,2024-10-04 03:17:00.000,,93.98,2024-10-04 03:14:00.000 +0200,,0
"2024-0063639",EB21,Makwande,KS49XLGP,2024-10-29 00:55:00.000,2024-10-29 07:29:00.000,93.3,2024-10-29 00:55:00.000 +0200,23640.0,60
"2024-0063639",EB21,Makwande,KS49WRGP,2024-10-29 00:55:00.000,2024-10-29 07:29:00.000,85.42,2024-10-29 00:55:00.000 +0200,23640.0,60
"2024-0046728",EA33,Unitrans Supply Chain Sols,CAA425312,2024-08-10 23:51:00.000,2024-08-11 12:06:00.000,93.09,2024-08-10 23:24:00.000 +0200,44100.0,115
"2024-0050286",EB21,Makwande,KS49WFGP,2024-08-28 06:00:00.000,2024-08-28 14:05:00.000,92.84,2024-08-28 03:16:00.000 +0200,29100.0,149
"2024-0050552",EB08,Tanker Services Fuel,KR53HNGP,2024-08-29 07:55:00.000,2024-08-29 19:10:00.000,90.06,2024-08-29 07:55:00.000 +0200,40500.0,394
"2024-0051757",EB06,Tanker Services Fuel,KR15VMGP,,,75.31,,,83
"2024-0062313",EB21,Makwande,KNF950MP,2024-10-22 22:51:00.000,,94.75,2024-10-22 22:51:00.000 +0200,,0
"2024-0063297",EB21,Makwande,KS49WLGP,2024-10-27 15:52:00.000,2024-10-27 22:40:00.000,86.48,2024-10-27 15:52:00.000 +0200,24480.0,14
"2024-0063297",EB21,Makwande,KS49VWGP,2024-10-27 15:52:00.000,2024-10-27 22:40:00.000,84.2,2024-10-27 15:52:00.000 +0200,24480.0,14
"2024-0056760",EA35,Unitrans Supply Chain Sols,CAA133421,2024-09-27 07:51:00.000,,88.67,2024-09-27 07:51:00.000 +0200,,0
"2024-0063758",EB21,Makwande,JNG703MP,2024-10-29 14:19:00.000,2024-10-29 17:45:00.000,0.0,2024-10-29 14:16:00.000 +0200,12360.0,99
"2024-0063758",EB21,Makwande,JNG701MP,2024-10-29 14:19:00.000,2024-10-29 17:45:00.000,63.2,2024-10-29 14:16:00.000 +0200,12360.0,99
"2024-0063603",EB06,Reef Tankers,LV19NYGP,2024-10-28 20:23:00.000,,92.4,2024-10-28 20:18:00.000 +0200,,0
"2024-0060816",EA33,Unitrans Supply Chain Sols,CAA170724,2024-10-16 02:50:00.000,2024-10-16 19:30:00.000,85.78,2024-10-16 02:43:00.000 +0200,60000.0,140
"2024-0046111",EA33,Unitrans Supply Chain Sols,CAA198199,2024-08-07 13:45:00.000,2024-08-07 16:22:00.000,93.3,2024-08-07 13:07:00.000 +0200,9420.0,66
"2024-0045142",EB06,Makwande,LB67SRGP,2024-08-02 17:11:00.000,,94.83,2024-08-02 17:00:00.000 +0200,,0
"2024-0046664",EA33,Reef Tankers,LC21FRGP,2024-08-10 11:50:00.000,2024-08-10 21:27:00.000,92.92,2024-08-10 11:48:00.000 +0200,34620.0,363
"2024-0047541",EA33,Unitrans Supply Chain Sols,CAA198199,2024-08-14 13:45:00.000,2024-08-14 14:06:00.000,91.75,2024-08-14 13:40:00.000 +0200,1260.0,12
"2024-0048141",EA33,Unitrans Supply Chain Sols,CAA130046,2024-08-17 11:40:00.000,2024-08-17 19:13:00.000,79.16,2024-08-17 10:49:00.000 +0200,27180.0,149
"2024-0050285",EA33,Unitrans Supply Chain Sols,CAA170724,2024-08-28 03:05:00.000,2024-08-28 15:51:00.000,79.1,2024-08-28 03:01:00.000 +0200,45960.0,273
"2024-0051936",EB21,Makwande,KP09PHGP,,,88.23,,,54
"2024-0055116",EB06,Reef Tankers,HJ73JZGP,2024-09-19 04:47:00.000,2024-09-19 21:30:00.000,91.56,2024-09-19 04:40:00.000 +0200,60180.0,379
"2024-0055648",EB23,Makwande,KNM209MP,2024-09-21 16:33:00.000,2024-09-22 00:30:00.000,92.07,2024-09-21 16:31:00.000 +0200,28620.0,239
"2024-0059242",EB21,Makwande,JNG701MP,2024-10-08 21:01:00.000,,82.41,2024-10-08 20:55:00.000 +0200,,0
"2024-0059242",EB21,Makwande,JNG703MP,2024-10-08 21:01:00.000,,86.07,2024-10-08 20:55:00.000 +0200,,0
"2024-0045468",EB21,Makwande,KN67GLGP,2024-08-04 14:26:00.000,2024-08-04 19:05:00.000,72.47,2024-08-04 14:25:00.000 +0200,16740.0,59
"2024-0052194",EA33,Unitrans Supply Chain Sols,CAA170724,2024-09-05 17:14:00.000,2024-09-05 23:33:00.000,93.47,2024-09-05 16:59:00.000 +0200,22740.0,135
"2024-0052697",EB23,Makwande,KNM191MP,2024-09-08 08:27:00.000,,41.4,2024-09-08 08:26:00.000 +0200,,0
"2024-0062085",EA33,Unitrans Supply Chain Sols,CAA419006,2024-10-21 19:46:00.000,2024-10-22 12:48:00.000,89.47,2024-10-21 19:45:00.000 +0200,61320.0,94
"2024-0062450",EA33,Unitrans Supply Chain Sols,CAA192673,2024-10-23 13:40:00.000,2024-10-23 19:28:00.000,82.88,2024-10-23 13:17:00.000 +0200,20880.0,87
"2024-0053104",EB06,Tanker Services Fuel,KP69XNGP,2024-09-09 23:58:00.000,2024-09-10 22:39:00.000,78.08,2024-09-09 23:43:00.000 +0200,81660.0,293
"2024-0054847",EB06,Tanker Services Fuel,KP80GGGP,2024-09-17 21:41:00.000,2024-09-18 11:42:00.000,93.07,2024-09-17 21:14:00.000 +0200,50460.0,363
"2024-0055236",EB06,Tanker Services Fuel,HG68LCGP,2024-09-19 16:57:00.000,2024-09-19 21:46:00.000,50.47,2024-09-19 16:28:00.000 +0200,17340.0,26
"2024-0055266",EA33,Unitrans Supply Chain Sols,CAA130019,2024-09-19 19:59:00.000,2024-09-20 00:20:00.000,74.98,2024-09-19 19:27:00.000 +0200,15660.0,87
"2024-0056609",EA33,Unitrans Supply Chain Sols,CAA173582,2024-09-26 12:38:00.000,2024-09-26 19:36:00.000,93.42,2024-09-26 12:10:00.000 +0200,25080.0,62
"2024-0061275",EB06,Tanker Services Fuel,KP69WCGP,2024-10-18 02:15:00.000,,75.06,2024-10-18 02:11:00.000 +0200,,0
"2024-0045879",EB06,Tanker Services Fuel,KP69YDGP,2024-08-06 11:25:00.000,2024-08-06 22:00:00.000,94.25,2024-08-06 11:12:00.000 +0200,38100.0,149
"2024-0056444",EA33,Unitrans Supply Chain Sols,CAA548852,2024-09-25 16:00:00.000,,70.25,2024-09-25 15:06:00.000 +0200,,0
"2024-0060592",EB21,Makwande,KP41VSGP,2024-10-15 02:51:00.000,,89.01,2024-10-15 02:50:00.000 +0200,,0
"2024-0047147",EB06,Reef Tankers,HH81RLGP,2024-08-12 21:51:00.000,,91.62,2024-08-12 21:25:00.000 +0200,,0
"2024-0048760",EB06,Tanker Services Fuel,KP74KMGP,2024-08-20 12:42:00.000,,86.57,2024-08-20 12:35:00.000 +0200,,0
"2024-0048760",EB06,Tanker Services Fuel,KP80ZYGP,2024-08-20 12:42:00.000,,91.92,2024-08-20 12:35:00.000 +0200,,0
"2024-0049434",EB21,Unitrans Supply Chain Sols,CAA130046,2024-08-23 10:59:00.000,2024-08-23 16:56:00.000,93.85,2024-08-23 10:55:00.000 +0200,21420.0,243
"2024-0049819",EB23,Makwande,KNM197MP,2024-08-26 00:28:00.000,,91.45,2024-08-26 00:28:00.000 +0200,,0
"2024-0063242",EB05,Anax Logistics,JDG977EC,2024-10-27 10:45:00.000,,92.53,2024-10-27 10:33:00.000 +0200,,0
"2024-0054625",EA33,Unitrans Supply Chain Sols,CAA192673,2024-09-16 22:42:00.000,,93.1,2024-09-16 22:33:00.000 +0200,,0
"2024-0056093",EB06,Tanker Services Fuel,KP74KMGP,2024-09-23 22:24:00.000,2024-09-24 07:58:00.000,69.46,2024-09-23 22:16:00.000 +0200,34440.0,55
"2024-0056093",EB06,Tanker Services Fuel,KP80ZYGP,2024-09-23 22:24:00.000,2024-09-24 07:58:00.000,90.09,2024-09-23 22:16:00.000 +0200,34440.0,55
"2024-0057697",EB21,Makwande,KP41VSGP,2024-10-01 20:12:00.000,,87.77,2024-10-01 20:08:00.000 +0200,,0
"2024-0058515",EA33,Unitrans Supply Chain Sols,CAA142820,2024-10-05 15:17:00.000,2024-10-05 22:20:00.000,74.08,2024-10-05 15:08:00.000 +0200,25380.0,110
"2024-0048266",EB06,Tanker Services Fuel,KP80MRGP,2024-08-17 23:56:00.000,2024-08-18 20:48:00.000,82.79,2024-08-17 23:40:00.000 +0200,75120.0,409
"2024-0050987",EB06,Tanker Services Fuel,KP70BFGP,2024-08-31 06:45:00.000,,83.15,2024-08-31 06:33:00.000 +0200,,0
"2024-0056026",EA33,Unitrans Supply Chain Sols,CAA329952,2024-09-23 16:39:00.000,2024-09-24 00:05:00.000,90.49,2024-09-23 16:16:00.000 +0200,26760.0,93
"2024-0057566",EB08,Tanker Services Fuel,KP69ZRGP,2024-10-01 08:25:00.000,2024-10-01 17:04:00.000,81.62,2024-10-01 08:23:00.000 +0200,31140.0,249
"2024-0048032",EB21,Makwande,KN23LXGP,2024-08-16 20:04:00.000,2024-08-17 00:54:00.000,43.06,2024-08-16 20:03:00.000 +0200,17400.0,15
"2024-0049057",EB21,Makwande,KN52WDGP,2024-08-21 19:46:00.000,,91.73,2024-08-21 19:41:00.000 +0200,,0
"2024-0052406",EB21,Makwande,KP41VSGP,2024-09-06 16:52:00.000,2024-09-06 19:11:00.000,86.4,2024-09-06 16:52:00.000 +0200,8340.0,23
"2024-0060324",EB21,Makwande,KN23LYGP,2024-10-14 06:00:00.000,,78.44,2024-10-14 02:17:00.000 +0200,,0
"2024-0060523",EA33,Unitrans Supply Chain Sols,CAA130026,2024-10-14 20:01:00.000,,74.95,2024-10-14 19:57:00.000 +0200,,0
"2024-0045500",EB21,Makwande,JNG701MP,2024-08-04 20:36:00.000,,49.28,2024-08-04 20:32:00.000 +0200,,0
"2024-0045500",EB21,Makwande,JNG701MP,2024-08-04 20:36:00.000,2024-08-05 11:45:00.000,49.28,2024-08-04 20:32:00.000 +0200,54540.0,76
"2024-0045761",EB23,Makwande,KNP800MP,2024-08-05 22:07:00.000,,83.41,2024-08-05 22:07:00.000 +0200,,0
"2024-0046540",EB21,Makwande,KN52WDGP,2024-08-09 17:48:00.000,2024-08-10 03:30:00.000,92.15,2024-08-09 17:47:00.000 +0200,34920.0,587
"2024-0048126",EB06,Tanker Services Fuel,KP69XNGP,2024-08-17 10:01:00.000,,90.48,2024-08-17 09:56:00.000 +0200,,0
"2024-0048338",EA33,Unitrans Supply Chain Sols,CAA198199,2024-08-18 21:18:00.000,2024-08-19 00:36:00.000,81.27,2024-08-18 21:15:00.000 +0200,11880.0,119
"2024-0062985",EB21,Unitrans Supply Chain Sols,CAA425307,2024-10-25 23:09:00.000,2024-10-26 10:05:00.000,90.26,2024-10-25 23:05:00.000 +0200,39360.0,105
"2024-0063868",EB06,Reef Tankers,HH81RLGP,2024-10-30 02:38:00.000,,89.61,2024-10-30 02:35:00.000 +0200,,0
"2024-0053092",EA33,Unitrans Supply Chain Sols,CAA198199,2024-09-09 22:09:00.000,2024-09-10 02:04:00.000,89.18,2024-09-09 21:57:00.000 +0200,14100.0,88
"2024-0053311",EB21,Makwande,KN31RWGP,2024-09-10 20:24:00.000,,87.98,2024-09-10 20:24:00.000 +0200,,0
"2024-0057064",EB05,Tanker Services Fuel,KP69WYGP,2024-09-28 15:46:00.000,,89.72,2024-09-28 15:42:00.000 +0200,,0
"2024-0045121",EB21,Makwande,KP75JPGP,2024-08-02 15:08:00.000,,87.81,2024-08-02 15:08:00.000 +0200,,0
"2024-0063434",EB23,Makwande,KNM209MP,2024-10-28 09:35:00.000,2024-10-28 18:30:00.000,93.99,2024-10-28 09:23:00.000 +0200,32100.0,324
"2024-0055267",EA33,Unitrans Supply Chain Sols,CAA142820,2024-09-19 20:00:00.000,,80.91,2024-09-19 19:24:00.000 +0200,,0
"2024-0059612",EB06,Tanker Services Fuel,KP74KMGP,2024-10-10 11:01:00.000,,85.62,2024-10-10 10:33:00.000 +0200,,0
"2024-0060649",EB21,Unitrans Supply Chain Sols,CAA130019,2024-10-15 10:02:00.000,,88.52,2024-10-15 10:00:00.000 +0200,,0
